Follower	Followee	Weight
5543	4383	1.0
7067	4786	1.0
7067	3052	1.0
3200	8847	1.0
8390	632	1.0
8390	5727	1.0
3729	6443	1.0
8391	8337	1.0
8391	5727	1.0
8391	7171	1.0
8391	4773	1.0
8391	3614	1.0
8391	9343	1.0
8391	1534	1.0
8391	4497	1.0
8391	9750	1.0
7070	329	1.0
7070	5899	1.0
7070	4533	1.0
7070	7127	1.0
7070	7258	1.0
7070	8191	1.0
7070	1566	1.0
7070	5264	1.0
7070	1059	1.0
7070	5276	1.0
7070	2877	1.0
7070	5704	1.0
7070	8790	1.0
7070	1052	1.0
7070	3253	1.0
7070	4642	1.0
7070	4472	1.0
7070	7384	1.0
7070	7601	1.0
7070	5727	1.0
7070	9707	1.0
5544	1577	1.0
5544	4533	1.0
6917	5859	1.0
5545	7421	1.0
5545	9568	1.0
5545	8513	1.0
5545	1297	1.0
5545	8442	1.0
1762	5676	1.0
696	6958	1.0
8392	8334	1.0
8393	6070	1.0
8393	10244	1.0
8393	3340	1.0
92	208	1.0
3732	7625	1.0
8394	7801	1.0
8394	1156	1.0
3733	4274	1.0
3733	1737	1.0
698	9167	1.0
7072	671	1.0
7072	5319	1.0
7072	3278	1.0
7072	6264	1.0
7072	8767	1.0
7072	4102	1.0
7072	8962	1.0
7072	8019	1.0
7072	2008	1.0
7072	5194	1.0
7072	1187	1.0
5547	6144	1.0
5595	5652	1.0
5595	4533	1.0
3734	2992	1.0
3735	7322	1.0
2252	9075	1.0
2252	2907	1.0
2252	2623	1.0
2252	1469	1.0
2252	3236	1.0
2252	2356	1.0
2252	4505	1.0
2252	4494	1.0
2252	9086	1.0
2252	6668	1.0
2262	7294	1.0
699	5662	1.0
699	4533	1.0
699	3872	1.0
3736	8629	1.0
3736	8990	1.0
283	9825	1.0
10455	9825	1.0
10455	10148	1.0
7074	952	1.0
3737	4845	1.0
3737	881	1.0
3737	6955	1.0
3737	4574	1.0
3738	5088	1.0
5550	8803	1.0
7076	1084	1.0
7076	5936	1.0
7076	1915	1.0
480	497	1.0
480	6301	1.0
480	366	1.0
480	7568	1.0
480	9249	1.0
480	324	1.0
480	494	1.0
4719	3623	1.0
7077	3578	1.0
8397	2693	1.0
8397	3954	1.0
7078	9606	1.0
2264	4091	1.0
1177	1335	1.0
10523	1005	1.0
5551	5135	1.0
3739	4717	1.0
3739	9315	1.0
3739	1156	1.0
5552	2991	1.0
200	1579	1.0
200	9763	1.0
200	2623	1.0
9341	4064	1.0
9855	9763	1.0
5553	3759	1.0
5554	4685	1.0
702	4533	1.0
8398	3611	1.0
8398	6264	1.0
8398	3294	1.0
8398	7412	1.0
703	1756	1.0
703	4021	1.0
703	1349	1.0
703	2114	1.0
5556	812	1.0
5557	5269	1.0
5557	1126	1.0
704	4383	1.0
704	3101	1.0
704	4005	1.0
704	7533	1.0
704	2937	1.0
8399	9659	1.0
8399	1745	1.0
3167	8168	1.0
3741	6068	1.0
705	3731	1.0
705	1322	1.0
705	2929	1.0
705	1920	1.0
705	686	1.0
3742	7351	1.0
3743	3177	1.0
3743	3863	1.0
3743	2225	1.0
3744	9414	1.0
3744	3682	1.0
3744	7890	1.0
3744	5441	1.0
3744	2126	1.0
3745	2464	1.0
7079	9472	1.0
4344	4231	1.0
706	4538	1.0
706	8853	1.0
1210	7304	1.0
2718	2915	1.0
7080	9410	1.0
5559	5094	1.0
5559	8630	1.0
5559	6273	1.0
5559	942	1.0
5559	3989	1.0
5559	8920	1.0
5559	1294	1.0
5559	5414	1.0
5559	6036	1.0
5559	2354	1.0
5559	7573	1.0
5559	5611	1.0
440	10148	1.0
3747	4166	1.0
7830	4948	1.0
7830	7262	1.0
8401	7208	1.0
501	324	1.0
7082	10315	1.0
9713	7012	1.0
9713	6629	1.0
4359	662	1.0
4359	6692	1.0
4359	8776	1.0
4359	7097	1.0
4359	3391	1.0
4359	9050	1.0
4359	3341	1.0
9897	10163	1.0
3748	6507	1.0
3748	2408	1.0
3748	6107	1.0
3748	6518	1.0
3748	5623	1.0
3748	4959	1.0
3748	8474	1.0
3748	3186	1.0
3748	8949	1.0
3748	7834	1.0
3748	9456	1.0
3748	8202	1.0
3748	9086	1.0
711	1637	1.0
10532	222	1.0
10532	331	1.0
10532	10396	1.0
7084	4099	1.0
7084	6998	1.0
7084	1826	1.0
713	7777	1.0
714	7340	1.0
714	8502	1.0
714	6030	1.0
3553	2424	1.0
3553	1145	1.0
3553	2864	1.0
3553	1566	1.0
3553	4560	1.0
3203	6591	1.0
4091	1395	1.0
4091	2264	1.0
4091	7330	1.0
4091	1951	1.0
4091	3665	1.0
4091	1297	1.0
7965	7109	1.0
7087	3355	1.0
7087	9001	1.0
4721	2686	1.0
4721	8624	1.0
9344	1517	1.0
8402	720	1.0
8402	2016	1.0
8402	3189	1.0
8402	1156	1.0
8402	9632	1.0
5562	1902	1.0
717	1860	1.0
9240	7375	1.0
9240	6289	1.0
9240	617	1.0
719	984	1.0
719	5650	1.0
354	10163	1.0
8204	8986	1.0
8204	2705	1.0
8204	9986	1.0
8204	5306	1.0
720	10430	1.0
720	8402	1.0
720	1848	1.0
7090	5370	1.0
721	6312	1.0
722	997	1.0
722	5864	1.0
9745	9174	1.0
5566	532	1.0
5566	5306	1.0
5566	5727	1.0
5566	1494	1.0
5566	7881	1.0
5566	4955	1.0
725	5330	1.0
4345	4136	1.0
4345	5727	1.0
726	2321	1.0
3751	3278	1.0
727	815	1.0
7091	2684	1.0
7091	4288	1.0
7091	7956	1.0
7091	7888	1.0
7091	5072	1.0
728	3962	1.0
728	5015	1.0
728	3585	1.0
728	7401	1.0
7092	4770	1.0
7092	6267	1.0
7093	8674	1.0
9347	3896	1.0
5567	850	1.0
9884	2876	1.0
5568	4661	1.0
216	1104	1.0
216	8313	1.0
9716	4639	1.0
7097	3708	1.0
7097	4371	1.0
7097	6889	1.0
7097	2143	1.0
7097	7351	1.0
290	5727	1.0
5570	8591	1.0
5570	4444	1.0
7099	4021	1.0
7099	9647	1.0
4016	2226	1.0
7100	9631	1.0
8405	10148	1.0
8405	7699	1.0
8405	2039	1.0
8406	4836	1.0
8406	3049	1.0
8406	8388	1.0
9351	1706	1.0
9351	7866	1.0
9351	2246	1.0
2766	7844	1.0
2766	4227	1.0
9352	3151	1.0
9352	4021	1.0
9352	9387	1.0
9352	9086	1.0
7101	1797	1.0
7102	7535	1.0
5572	6568	1.0
732	3823	1.0
732	2634	1.0
7103	7606	1.0
5573	8411	1.0
8407	5193	1.0
8407	524	1.0
8407	4867	1.0
7104	8202	1.0
9532	5727	1.0
9532	10312	1.0
733	2373	1.0
734	1580	1.0
734	8258	1.0
734	686	1.0
734	1743	1.0
734	3548	1.0
734	10138	1.0
734	3936	1.0
734	3049	1.0
734	9353	1.0
734	8656	1.0
734	2438	1.0
734	929	1.0
734	2016	1.0
734	1803	1.0
734	3638	1.0
734	8340	1.0
734	8691	1.0
734	2008	1.0
734	3789	1.0
734	5539	1.0
734	3969	1.0
734	8474	1.0
734	2051	1.0
8495	3232	1.0
4322	8267	1.0
735	8672	1.0
735	8879	1.0
3756	219	1.0
3756	5430	1.0
737	1010	1.0
8409	907	1.0
8409	3124	1.0
8409	7731	1.0
8409	3314	1.0
8409	8883	1.0
8409	2563	1.0
8409	4245	1.0
738	3062	1.0
738	9595	1.0
738	3002	1.0
1914	2593	1.0
7106	914	1.0
9353	9309	1.0
9353	734	1.0
9353	3062	1.0
9353	2201	1.0
9353	2639	1.0
739	6359	1.0
8425	1697	1.0
1538	3525	1.0
7107	6769	1.0
7107	7237	1.0
740	3789	1.0
93	9847	1.0
7108	1736	1.0
7108	2826	1.0
7108	9225	1.0
7108	6293	1.0
7109	2259	1.0
7109	2950	1.0
7109	3944	1.0
7109	7960	1.0
7109	3817	1.0
7109	7973	1.0
7109	8979	1.0
7109	1033	1.0
7109	1763	1.0
7109	7965	1.0
7109	9707	1.0
741	1206	1.0
741	2272	1.0
741	4829	1.0
3757	3638	1.0
3757	5372	1.0
3757	4208	1.0
742	2614	1.0
742	738	1.0
5575	9021	1.0
3758	8472	1.0
3758	5769	1.0
3760	3986	1.0
7112	8582	1.0
7112	8093	1.0
7112	7493	1.0
5576	9230	1.0
4524	6378	1.0
4524	6616	1.0
4524	1930	1.0
745	5935	1.0
9354	4955	1.0
7113	619	1.0
7113	3817	1.0
9925	10148	1.0
9925	10018	1.0
9925	1579	1.0
9925	591	1.0
7114	3776	1.0
5146	4820	1.0
7116	868	1.0
7116	4575	1.0
7116	1579	1.0
7116	9086	1.0
7116	5727	1.0
7116	2014	1.0
7116	2623	1.0
3761	8502	1.0
8411	9763	1.0
8411	7378	1.0
8411	6000	1.0
790	841	1.0
2769	9436	1.0
2769	2354	1.0
1214	5662	1.0
1214	8367	1.0
3762	4241	1.0
3762	1116	1.0
3762	8505	1.0
3762	7911	1.0
3762	748	1.0
3762	864	1.0
5577	2632	1.0
5577	3665	1.0
5577	6304	1.0
3789	4109	1.0
3789	3681	1.0
3789	4614	1.0
3763	6582	1.0
10342	2319	1.0
5093	4546	1.0
5093	3885	1.0
5093	5980	1.0
8205	9115	1.0
5578	2891	1.0
791	7420	1.0
791	5727	1.0
9358	5072	1.0
9358	5727	1.0
3765	1800	1.0
6544	5153	1.0
6544	5662	1.0
7121	5841	1.0
7121	8972	1.0
7122	6972	1.0
7122	1199	1.0
5579	8833	1.0
5580	5296	1.0
2278	5857	1.0
748	1480	1.0
10353	6644	1.0
5581	2563	1.0
1386	6375	1.0
10266	10115	1.0
749	7257	1.0
9360	9599	1.0
10117	2719	1.0
9361	4975	1.0
9362	1441	1.0
5583	2108	1.0
750	2272	1.0
3766	8128	1.0
6863	4533	1.0
3767	3282	1.0
751	1860	1.0
752	1580	1.0
3768	5933	1.0
3768	6592	1.0
3768	4533	1.0
793	3049	1.0
793	1197	1.0
753	1600	1.0
3769	3692	1.0
3769	6258	1.0
3769	5158	1.0
1387	10004	1.0
755	1391	1.0
755	1242	1.0
3770	9531	1.0
3770	4298	1.0
3770	3629	1.0
3770	3504	1.0
3770	611	1.0
3770	5275	1.0
3771	1297	1.0
3771	1165	1.0
9912	938	1.0
6975	6094	1.0
5585	2208	1.0
5585	1831	1.0
5585	3921	1.0
5585	593	1.0
5585	1469	1.0
5585	4276	1.0
5585	4581	1.0
7654	4188	1.0
3772	2797	1.0
8412	8384	1.0
8412	8314	1.0
758	2342	1.0
758	1297	1.0
758	5727	1.0
6382	4243	1.0
759	7332	1.0
8413	7190	1.0
5587	4560	1.0
760	1557	1.0
760	3725	1.0
760	1392	1.0
760	3875	1.0
3905	9128	1.0
3905	7236	1.0
3905	6378	1.0
3905	2543	1.0
3905	2735	1.0
3905	4533	1.0
3905	4897	1.0
3905	2274	1.0
3905	1027	1.0
3773	9894	1.0
3773	5727	1.0
3773	10508	1.0
3949	3258	1.0
3949	8941	1.0
3949	3699	1.0
762	4049	1.0
7073	4074	1.0
7128	9502	1.0
7128	2679	1.0
7128	8523	1.0
7128	691	1.0
7128	3951	1.0
7128	4936	1.0
7130	2356	1.0
7130	546	1.0
7130	6523	1.0
7130	845	1.0
7131	6882	1.0
3774	634	1.0
9365	8970	1.0
240	251	1.0
242	240	1.0
242	251	1.0
5588	5539	1.0
5588	3781	1.0
5588	10258	1.0
8414	5097	1.0
243	251	1.0
7132	5885	1.0
9366	1800	1.0
3775	2131	1.0
9367	5293	1.0
10546	1564	1.0
10546	5974	1.0
766	884	1.0
766	5306	1.0
8415	8803	1.0
8415	4867	1.0
8415	6133	1.0
8415	811	1.0
8415	1520	1.0
8415	6750	1.0
8415	1224	1.0
767	8005	1.0
9380	938	1.0
4727	2739	1.0
4727	8225	1.0
4727	2546	1.0
7137	7996	1.0
770	6158	1.0
8794	3102	1.0
9369	6882	1.0
9369	8115	1.0
9369	7900	1.0
9369	9389	1.0
9369	8426	1.0
5589	10095	1.0
3482	3322	1.0
8428	5361	1.0
8428	9127	1.0
5591	5680	1.0
5591	4810	1.0
5591	3598	1.0
5591	5334	1.0
5591	3044	1.0
8418	3090	1.0
8271	2934	1.0
8271	6197	1.0
215	9763	1.0
771	7880	1.0
4729	9381	1.0
7138	2179	1.0
7138	4620	1.0
5592	6639	1.0
5593	8803	1.0
5593	7295	1.0
5593	8168	1.0
5593	4489	1.0
5593	2433	1.0
773	4865	1.0
774	5827	1.0
10202	9738	1.0
10406	1897	1.0
8419	1966	1.0
1219	4992	1.0
3781	4221	1.0
3781	5687	1.0
3781	4871	1.0
3781	2659	1.0
3781	5588	1.0
775	2224	1.0
9760	8427	1.0
776	5152	1.0
8417	7517	1.0
8417	1538	1.0
8417	1546	1.0
7140	5389	1.0
7140	1835	1.0
3782	2656	1.0
9857	1800	1.0
779	3109	1.0
779	3634	1.0
779	9763	1.0
779	9290	1.0
779	5406	1.0
779	5944	1.0
779	1571	1.0
779	8009	1.0
779	2404	1.0
779	3129	1.0
779	6036	1.0
780	3793	1.0
780	1670	1.0
3784	9920	1.0
9373	8434	1.0
2352	5111	1.0
9376	265	1.0
3798	628	1.0
6148	2112	1.0
7143	8215	1.0
7143	2656	1.0
7143	5380	1.0
7143	7250	1.0
7143	5497	1.0
7143	9163	1.0
7143	3630	1.0
7143	3966	1.0
7143	1983	1.0
7143	5294	1.0
7143	4306	1.0
7143	4678	1.0
7143	5662	1.0
7143	8363	1.0
7144	4969	1.0
782	6129	1.0
8420	4637	1.0
143	119	1.0
143	131	1.0
143	114	1.0
324	10163	1.0
783	1297	1.0
783	7919	1.0
783	3593	1.0
783	1617	1.0
783	818	1.0
1580	4011	1.0
1580	752	1.0
1580	1066	1.0
1580	734	1.0
1580	1544	1.0
1580	5539	1.0
1580	2438	1.0
1580	2647	1.0
1580	3638	1.0
1580	1380	1.0
1580	6695	1.0
1580	3379	1.0
1580	5763	1.0
1580	7975	1.0
1580	5133	1.0
1580	6796	1.0
1580	4326	1.0
784	4272	1.0
7145	1643	1.0
7145	4758	1.0
5596	1476	1.0
7146	7924	1.0
5114	6774	1.0
5114	7588	1.0
5114	3025	1.0
5114	1770	1.0
5114	2069	1.0
9887	10531	1.0
8421	4686	1.0
3785	2051	1.0
3785	1189	1.0
3785	8508	1.0
7147	9569	1.0
7147	6625	1.0
7147	6102	1.0
7147	6460	1.0
7147	7963	1.0
7147	2090	1.0
9377	9235	1.0
5597	9659	1.0
5598	5740	1.0
6150	5333	1.0
6150	3848	1.0
786	3364	1.0
8422	8015	1.0
8422	3541	1.0
8422	8332	1.0
8422	3982	1.0
8423	5755	1.0
6640	4015	1.0
6640	813	1.0
6640	3175	1.0
6640	1003	1.0
7148	1252	1.0
7148	2354	1.0
7148	1126	1.0
10	6972	1.0
6881	738	1.0
7149	625	1.0
3740	912	1.0
5600	1679	1.0
5600	2780	1.0
5600	1593	1.0
3786	1831	1.0
3786	2112	1.0
3786	4471	1.0
3786	2871	1.0
3786	6031	1.0
3786	940	1.0
7151	5994	1.0
7151	7941	1.0
788	5403	1.0
788	5882	1.0
788	7829	1.0
789	4383	1.0
789	9843	1.0
4446	4173	1.0
10118	9894	1.0
8426	1760	1.0
8426	1935	1.0
8426	6727	1.0
8426	9369	1.0
8426	2039	1.0
8426	2917	1.0
8426	6690	1.0
8426	7338	1.0
8426	5466	1.0
8426	4526	1.0
8426	3247	1.0
8426	2119	1.0
8426	8452	1.0
8426	2517	1.0
8426	6423	1.0
8426	3239	1.0
8426	9261	1.0
8426	3023	1.0
8426	7977	1.0
8426	4378	1.0
8426	6772	1.0
8426	1343	1.0
8426	2906	1.0
8426	7286	1.0
8426	636	1.0
8426	5618	1.0
8426	5429	1.0
8426	9288	1.0
8426	606	1.0
8426	5277	1.0
8426	689	1.0
8426	7686	1.0
8426	1403	1.0
8426	9707	1.0
7152	1227	1.0
6884	1358	1.0
3788	3372	1.0
9378	5912	1.0
5601	4946	1.0
10214	10199	1.0
10214	5727	1.0
5602	4946	1.0
5602	10030	1.0
3790	4144	1.0
7154	5436	1.0
1785	5884	1.0
792	2077	1.0
792	1085	1.0
5603	4085	1.0
5603	6586	1.0
1266	1267	1.0
9379	6732	1.0
9379	7540	1.0
9379	1085	1.0
9379	8603	1.0
9379	8491	1.0
9379	8085	1.0
9379	3958	1.0
3791	4544	1.0
8427	104	1.0
8427	738	1.0
8427	4533	1.0
8427	6156	1.0
8427	3505	1.0
8427	6378	1.0
8427	3062	1.0
8427	3283	1.0
8427	7351	1.0
8427	7510	1.0
8427	9018	1.0
8427	1988	1.0
8427	9760	1.0
8427	5322	1.0
8427	7257	1.0
8427	3039	1.0
5604	9262	1.0
5604	4599	1.0
5605	907	1.0
757	1036	1.0
757	9988	1.0
4448	5815	1.0
7155	5244	1.0
5606	7956	1.0
1924	2037	1.0
1924	1366	1.0
7156	2554	1.0
794	1709	1.0
5607	907	1.0
5607	6216	1.0
5607	5153	1.0
5607	1566	1.0
5607	1247	1.0
5607	3253	1.0
5607	4390	1.0
5607	1433	1.0
5607	1966	1.0
5607	2129	1.0
5607	3237	1.0
5607	1930	1.0
5607	9685	1.0
5607	6301	1.0
5607	4666	1.0
5607	9801	1.0
5607	5154	1.0
5607	10542	1.0
5607	10163	1.0
5607	9680	1.0
5607	3665	1.0
5608	6926	1.0
5608	738	1.0
5608	7365	1.0
795	1537	1.0
8429	6549	1.0
9381	4729	1.0
3797	4330	1.0
3797	2703	1.0
796	1711	1.0
796	1164	1.0
796	3464	1.0
796	9362	1.0
796	8829	1.0
797	2993	1.0
1124	9770	1.0
10023	2149	1.0
6390	4306	1.0
8430	5107	1.0
8431	3368	1.0
5611	3094	1.0
5611	2091	1.0
8432	4302	1.0
9736	6378	1.0
9736	7237	1.0
5612	2767	1.0
5612	3184	1.0
800	7428	1.0
800	4731	1.0
3800	2452	1.0
7399	2944	1.0
325	3706	1.0
3801	4948	1.0
3801	1282	1.0
9382	4730	1.0
9382	8027	1.0
9382	609	1.0
7158	6157	1.0
5613	5901	1.0
3803	2102	1.0
3803	6446	1.0
3803	7351	1.0
3803	6102	1.0
4675	3062	1.0
3804	6401	1.0
3804	6698	1.0
3804	7775	1.0
3804	6201	1.0
7378	4892	1.0
7378	8501	1.0
7378	1064	1.0
7378	3525	1.0
7378	8460	1.0
7378	7237	1.0
7378	4518	1.0
7378	8781	1.0
7378	7883	1.0
7378	8411	1.0
7378	7874	1.0
6383	2039	1.0
6966	2051	1.0
6966	4739	1.0
6966	4786	1.0
9748	6410	1.0
3805	7967	1.0
3805	2227	1.0
3805	5886	1.0
291	7160	1.0
8433	6571	1.0
3489	4326	1.0
3489	1297	1.0
851	1673	1.0
3806	9259	1.0
3806	2224	1.0
3806	4015	1.0
1678	3258	1.0
3808	5204	1.0
802	8563	1.0
802	9115	1.0
802	6608	1.0
802	3129	1.0
7160	3087	1.0
7160	9673	1.0
7160	7956	1.0
803	3310	1.0
803	4745	1.0
803	3227	1.0
803	2068	1.0
803	1088	1.0
803	891	1.0
803	7663	1.0
803	2588	1.0
5615	1107	1.0
5616	4316	1.0
5616	2741	1.0
5616	9163	1.0
5617	2424	1.0
7400	3222	1.0
5618	8426	1.0
5618	6780	1.0
3810	6443	1.0
3810	1359	1.0
3810	4307	1.0
3810	5559	1.0
5620	2707	1.0
5620	4599	1.0
5620	1460	1.0
8435	8808	1.0
2253	5037	1.0
2253	2109	1.0
5622	2622	1.0
5150	5529	1.0
806	705	1.0
806	1980	1.0
3592	6844	1.0
3592	6676	1.0
3592	6950	1.0
3811	5306	1.0
3811	8128	1.0
3811	1099	1.0
1790	8645	1.0
1790	2933	1.0
5623	6371	1.0
5623	6073	1.0
5623	4378	1.0
5623	7642	1.0
5623	8891	1.0
5623	3748	1.0
5623	5766	1.0
1125	1156	1.0
10175	9647	1.0
5624	6161	1.0
5624	3760	1.0
5624	5890	1.0
8436	8790	1.0
8436	8966	1.0
8436	2681	1.0
8436	5727	1.0
8436	1180	1.0
8436	3680	1.0
8436	7814	1.0
8436	9558	1.0
8436	4498	1.0
8436	2383	1.0
10196	7967	1.0
4920	9642	1.0
4920	3309	1.0
4920	7108	1.0
8437	7957	1.0
8437	5466	1.0
8437	2039	1.0
8437	1765	1.0
10025	9148	1.0
807	641	1.0
3815	7307	1.0
5625	5069	1.0
7162	9486	1.0
3478	570	1.0
8438	5401	1.0
8438	5912	1.0
8438	1057	1.0
8438	864	1.0
8439	4412	1.0
5866	5729	1.0
5866	1521	1.0
5866	8942	1.0
5866	8109	1.0
5866	5863	1.0
5866	6016	1.0
7734	8362	1.0
7734	5740	1.0
7734	4560	1.0
7163	9021	1.0
7164	3256	1.0
7164	4326	1.0
7164	2329	1.0
7164	2851	1.0
7165	4504	1.0
7165	9275	1.0
7165	7994	1.0
8440	846	1.0
7166	5274	1.0
3816	4533	1.0
3817	4939	1.0
3817	5764	1.0
3817	6992	1.0
3817	4489	1.0
3817	4425	1.0
3817	6463	1.0
3817	6964	1.0
3817	7392	1.0
3817	7218	1.0
3817	7113	1.0
3817	5083	1.0
3817	1841	1.0
3817	7109	1.0
3817	1561	1.0
3817	1800	1.0
3817	2110	1.0
3817	7449	1.0
3817	6176	1.0
3817	6143	1.0
3817	5973	1.0
6866	8335	1.0
6866	6920	1.0
810	2807	1.0
4186	4624	1.0
6021	8404	1.0
8442	4526	1.0
8442	2534	1.0
8442	5545	1.0
6385	1800	1.0
811	1246	1.0
811	8415	1.0
811	3805	1.0
811	3220	1.0
811	4306	1.0
811	7428	1.0
811	7292	1.0
811	5973	1.0
811	5132	1.0
5626	4815	1.0
5627	1846	1.0
5627	4533	1.0
1225	1521	1.0
1225	5250	1.0
1225	6768	1.0
8444	9075	1.0
8444	6670	1.0
8444	6401	1.0
8444	2623	1.0
8444	2581	1.0
8444	4599	1.0
5628	7278	1.0
8079	4285	1.0
8079	4683	1.0
8079	9585	1.0
8079	1488	1.0
8079	9415	1.0
8079	9390	1.0
8079	8510	1.0
8079	5744	1.0
8079	8913	1.0
8079	6891	1.0
8079	7699	1.0
8079	875	1.0
8079	8210	1.0
8079	1994	1.0
8079	4671	1.0
8079	3638	1.0
8079	3051	1.0
8079	8240	1.0
8079	6698	1.0
8079	6480	1.0
8079	4270	1.0
8079	5290	1.0
8079	9194	1.0
8079	2834	1.0
8079	8182	1.0
8079	6514	1.0
8079	4650	1.0
8079	7392	1.0
8079	6115	1.0
8079	8648	1.0
8079	5179	1.0
8079	2117	1.0
8079	6868	1.0
8079	4058	1.0
8079	5823	1.0
8079	5947	1.0
8079	6467	1.0
8079	8546	1.0
8079	8888	1.0
8079	2541	1.0
8079	7148	1.0
8079	8140	1.0
8079	3335	1.0
8079	9469	1.0
3820	1869	1.0
8445	1935	1.0
8445	8449	1.0
10511	2356	1.0
812	2213	1.0
812	5556	1.0
812	897	1.0
813	4533	1.0
813	5994	1.0
9751	9647	1.0
9751	7120	1.0
35	183	1.0
35	194	1.0
5632	6378	1.0
5633	1935	1.0
8448	7592	1.0
8448	9276	1.0
8448	3748	1.0
8448	8278	1.0
4203	1145	1.0
4203	3833	1.0
4203	1326	1.0
4203	7127	1.0
4203	4112	1.0
8434	9373	1.0
7170	4306	1.0
5867	3604	1.0
3822	3760	1.0
3822	1858	1.0
3822	1446	1.0
5636	7522	1.0
7171	8391	1.0
3807	6401	1.0
3807	7450	1.0
3807	4219	1.0
3807	1026	1.0
1680	6961	1.0
5637	7822	1.0
9386	4039	1.0
9386	3986	1.0
3823	732	1.0
3823	738	1.0
3823	2655	1.0
3823	4533	1.0
3823	8190	1.0
3823	2051	1.0
3823	6857	1.0
3823	5893	1.0
7421	3721	1.0
7421	5545	1.0
326	8155	1.0
326	1731	1.0
8450	1232	1.0
8450	1297	1.0
8450	6480	1.0
8450	7631	1.0
8450	2618	1.0
8450	2275	1.0
8450	1605	1.0
8450	8874	1.0
7173	6301	1.0
3824	2826	1.0
3824	1540	1.0
3824	7568	1.0
3824	7464	1.0
3824	8488	1.0
3824	1740	1.0
3824	10163	1.0
3824	1005	1.0
3825	8369	1.0
3825	6090	1.0
818	10042	1.0
818	6378	1.0
818	783	1.0
10522	9647	1.0
10522	9763	1.0
5638	1822	1.0
5638	6794	1.0
5638	6048	1.0
5638	7121	1.0
5638	1870	1.0
5638	7182	1.0
7632	10363	1.0
7632	7588	1.0
8080	7311	1.0
3826	6813	1.0
3826	1087	1.0
3826	1908	1.0
3828	1962	1.0
3828	3206	1.0
3828	4099	1.0
292	3216	1.0
292	8165	1.0
5373	288	1.0
5373	5287	1.0
6891	2223	1.0
6891	6423	1.0
6891	8079	1.0
6891	4208	1.0
4732	3031	1.0
4732	9075	1.0
4732	9523	1.0
9388	4476	1.0
9388	4211	1.0
8452	8426	1.0
3186	1578	1.0
3186	3748	1.0
821	2028	1.0
7839	6655	1.0
7839	1078	1.0
7839	6928	1.0
7839	4399	1.0
9510	7303	1.0
822	678	1.0
3916	6133	1.0
3916	1145	1.0
3916	7472	1.0
3916	445	1.0
9389	4201	1.0
9389	9502	1.0
9389	9369	1.0
9389	1002	1.0
9389	5894	1.0
9389	6275	1.0
5640	2451	1.0
5640	5370	1.0
8453	8737	1.0
8453	2246	1.0
8453	4293	1.0
824	4191	1.0
10072	2623	1.0
9390	738	1.0
9390	2310	1.0
9390	7618	1.0
9390	7743	1.0
9390	6203	1.0
9390	6317	1.0
9390	6663	1.0
9390	8079	1.0
266	4378	1.0
266	1104	1.0
266	1188	1.0
266	9211	1.0
266	738	1.0
266	5727	1.0
266	4194	1.0
266	2937	1.0
827	5411	1.0
8455	6102	1.0
3833	5077	1.0
3833	2272	1.0
3833	4203	1.0
3834	4068	1.0
3834	4647	1.0
7175	4389	1.0
7175	8724	1.0
7176	8372	1.0
7176	3220	1.0
7176	6050	1.0
7176	9842	1.0
3835	855	1.0
3835	4624	1.0
9392	9140	1.0
9392	5441	1.0
9392	8725	1.0
9392	7408	1.0
8456	8854	1.0
8456	7057	1.0
396	405	1.0
396	391	1.0
396	386	1.0
396	389	1.0
7177	10314	1.0
7177	3449	1.0
7177	3831	1.0
829	2288	1.0
829	5306	1.0
829	738	1.0
5644	3072	1.0
5644	5727	1.0
5644	8933	1.0
9321	9910	1.0
10480	8474	1.0
5645	4034	1.0
5647	2272	1.0
9393	10298	1.0
9393	1209	1.0
10510	10148	1.0
10510	1988	1.0
10510	3062	1.0
10510	8840	1.0
10510	9872	1.0
10510	766	1.0
10510	7280	1.0
10510	4316	1.0
10510	655	1.0
6155	3634	1.0
6155	10163	1.0
8457	3353	1.0
8457	3747	1.0
3836	6249	1.0
3836	5739	1.0
7179	5164	1.0
5648	1163	1.0
763	9685	1.0
763	9894	1.0
763	5899	1.0
10099	10148	1.0
3839	532	1.0
3839	4635	1.0
3839	3096	1.0
3839	1070	1.0
3839	4731	1.0
3839	445	1.0
3839	5438	1.0
10204	10210	1.0
831	4229	1.0
831	3014	1.0
831	4220	1.0
831	2337	1.0
831	9098	1.0
831	2368	1.0
831	1059	1.0
831	7189	1.0
9394	5286	1.0
9394	7656	1.0
3841	8486	1.0
3841	8787	1.0
3841	2639	1.0
5651	1726	1.0
3842	5022	1.0
5652	2317	1.0
5652	2863	1.0
5652	4946	1.0
5652	4745	1.0
5652	4810	1.0
5652	3049	1.0
5652	1880	1.0
5652	5595	1.0
833	7276	1.0
7180	3677	1.0
834	1578	1.0
834	9238	1.0
835	2774	1.0
835	5899	1.0
835	7066	1.0
835	5331	1.0
835	5698	1.0
4921	738	1.0
837	7171	1.0
7182	1521	1.0
7182	5638	1.0
3495	6103	1.0
3495	5954	1.0
3495	7351	1.0
8459	4533	1.0
399	405	1.0
399	386	1.0
838	9606	1.0
9395	7240	1.0
2783	3407	1.0
839	2471	1.0
5654	4378	1.0
9396	8573	1.0
6415	9488	1.0
6415	9885	1.0
6415	977	1.0
6415	5008	1.0
6415	6639	1.0
